,0,1,2
0,63.80428520237187,28.807846892693536,75.6418950338863
1,59.15291373522408,26.028126030263003,78.77643197847833
2,62.14656688497084,30.21944595955646,74.95084941818189
3,59.920181728136946,27.631887310116493,78.01791964096752
4,61.255280345040994,28.360838082499615,75.54729143699038
5,60.95653092197051,28.34576781708876,77.04684395527603
6,61.02597417762276,26.940623005921914,76.07752683596962
7,58.71737158688787,29.249768391585803,75.75969999122383
8,61.275167175153875,28.361770464484362,76.81036216102714
9,59.34450029583947,28.833101092801094,76.87863553348218
10,59.92094789182917,27.632038322150255,77.16819212866578
11,60.102711770522234,29.07944766780978,76.68750061445664
12,58.60359136437641,26.59670978620639,75.21602912155184
13,60.184011229523676,29.39157033789085,74.95333484940781
14,58.77635730925331,26.329734066376346,75.62866927310222
15,59.152969130952805,29.065580923108854,74.24064107633558
16,59.923599098608,25.318605162360395,76.79864782571947
17,57.777059200369116,27.933983026856232,73.62361064062134
18,59.082010270275326,26.724072857945217,75.94541604235881
19,58.99000907695724,27.32420048241235,74.17931005126263
20,55.92645458628651,26.173213377711654,74.43310069156988
21,60.09891205699715,29.416825447533235,73.83786612266142
22,55.604549482104886,25.896846884608507,75.35926366228105
23,58.12174104950045,30.228111522248284,73.2561893101831
24,57.56372194441322,25.690498791850217,76.2123100200741
25,57.710857452357814,28.031390349450977,73.98923358459237
26,56.16246256878235,26.53504006068904,74.96724348845589
27,58.44022589290349,28.08662955682703,74.52706603310543
28,55.994293843061755,26.28721985555024,75.12477559499999
29,56.27113639124679,28.12933154498155,74.07630505201735
30,55.84202515900619,28.83203403026178,74.4767853682332
31,57.21390653798284,28.007187435437892,74.08818038666897
32,53.85491565400024,27.75292551804079,74.19018557959943
33,56.83511492142721,30.654501951656425,73.1361370604908
34,54.305670986943696,28.028680017650295,74.09407854758174
35,57.34278474545216,28.727100308705364,73.06663297050109
36,53.90153740561931,27.905870125607315,75.1219079490513
37,56.17498069507636,28.838007387999664,72.98747423100602
38,55.33632607246743,29.60958922787481,74.3806828897151
39,55.31760828896931,27.678355870381754,74.15935345093327
40,54.81079845644574,29.682158570317753,73.17192297051645
41,56.834542891501656,27.066351198962252,74.86005920791857
42,53.83805372469719,29.114793191536673,72.69048063864248
43,54.535426397580196,28.6947932075053,72.55544012234189
44,56.70334070980274,29.575168846245894,73.58802170076198
45,54.736984992211795,26.344594519446435,75.15887137559706
46,55.648530509754046,29.308612771490882,72.42932312199106
47,55.455242256557185,27.285619459406615,74.19498411423474
48,56.29557836360443,28.459216908311248,73.01351669069601
49,53.29453228077644,28.658837837299785,73.45945416481993
50,56.327300813952,29.89631327456358,72.48638833094586
51,55.16188968162936,29.21326985062141,74.26213738084122
52,56.25124047736047,27.77552082624773,72.82528208669187
53,53.885506846725235,29.024525813084253,72.52231323365929
54,56.661142011167826,28.32378522054119,73.34040690712492
55,55.265236575814065,28.10595243538143,72.22954180220239
56,54.750576456883735,28.99290879106168,74.26406087622314
57,57.86273659384692,28.84370524143585,73.55754661310381
